text,toxic
puta que pariu eu no acredito que as dominicanas vou empatar,0
vou matar aquela piranha macumbeira .,1
"algumas pessoas fazem de tudo pra te destruir , eles no vou parar at te ver na porra de um caixão porque você no aguentou e se matou .",1
mano puta que pariu,0
"eu vendo minha me chamando as sapato de sapato , sendo que no sapato e nem faz parte do vale muito menos apoia :",0
benze puta que pariu,1
lixo,1
mano cansei de ser pobre,0
"ele at que pediu pra no botarmos as fotos , mas a verdade no pode ser reprimida . nas imagens , e ex-coronel da polícia caicoense duarte , acusado de estupro a vulnerável neste domingo . hashtag as ameadas dele , de nada valem .",0
"eu sempre falo isso : eu sou extremamente sensível textura e consistência dos alimentos devido ao autismo , o que me fez desenvolver transtorno alimentar restritivo equitativo . carne das poucas coisas que consigo comer , e mesmo assim tem varias que no consigo",0
"so number pessoas no grupo , o dia inteiro falando de cachara porra , já avisei ele que vou ficar pela casa dele mesmo kkk",0
retweeet caralho era piada o bagulho mano os cara estão em choque está loco processa o durinha porra,1
retweeet acordei com uma vontade de transar puta que pariu caralho,1
"cala a boca , magda ! você ficou ao lado do mussolini tropical , e contra a ciência ! você um idiota . um astronauta que caiu no buraco negro do pensamento paternalista .",1
o caralho eu ainda no terminei de assistir inferno,0
"colocou number , number reais e ganhou mais number reais de grada meu chip eu troquei esse ano e hoje cortou de novo tnc *",0
"a capito proferida pelo me . alex . de moraes fere de morte diversos pince . constitucionais . a suprema corte brasileira , novamente , cria um precedente perigosíssimo para o nosso ordenamento jurídico . no existe mais qualquer pudor em vilipendiar a nossa carta maior hashtag",0
"caralho , eu perco todos os meus brincos enquanto durmo , que dio",1
cara que mamãe beijou vagabundo nenhum pé a mao,1
queria está assim comendo os pés de queijo de prata,0
retweeet a vacilado está ai quem não pode vacilar sou eu,0
para vir reclamar da desgrana do menino eu sirvo a na hora que ele faz isso não servem nem para me chamar,0
sonar lixo,1
eu sim queria um squad assim,0
burra como o caralho,1
esse sotaque da maravilhoso puta que pariu,1
tem que mandar pra cadeia esse tal de silas e um certo vagabundo chamado sergio moro !,1
no mesmo ? ! hashtag hashtag,0
esse cara no padre porra nenhuma . tem que ser denunciado vai pegar um processo . falsidade,1
"nossa , publicaram umas fotos que eu apareço e eu te em crise por ser to feia",1
"já fala pra essa filha da puta que eu no estou brincado no , mar te la em baixo , ns te aqui em cima",1
sempre que vou postar uma foto acontece isso,0
me racho de rir com o marcelo puta que pariu,1
que horror mano que indignante,1
amo essa cabeluda tomação cu meu mundo todinho .,1
puta merda e eles ainda tava rindo de menes do mill mill . eu amo esse momento,0
mudamos puto kkk,0
caralho nada pra fazer,0
"retweeet vídeo arranca a cabeça e deixa pendurada , pena de morte moda brasileira",1
carlos eugenio com benetton number via mistério aquilo que to grande que a nossa inteligência no abarca . de modo que o mistério ns aceitamos e o engoma ns procuramos explicar . ( carlos barbosa ),0
difícil acreditar que ate o black adam vai entrar pra o deu e a ravina não entrou,0
vocês entendem porque arma tem mais que se foder e não ser notada nunca ? poise,1
kkk eu to com dor de tanto rir,0
se tem uma coisa que eu te com do e de gasolina ! puta merda meu sonho e chegar no posto com number reais e da number litros imagina que sonho,0
"vale também lembrar que já tiraram uma pedra do seu alicerce . araraquara , prefeito petista , sei no viu .",0
meu melhor amigo te namorando vai se foder ah,1
"que dio do estagiário do vasco , toda hora me assusta nessa porra",1
"retweeet na vida eu sou a borracha , fala mal de macho , sofre pelo macho , porem no larga do macho",0
"enchi o cu de mortadela e aba , te realizado",1
parece que faz de propósito vai tomar no cu na moral,1
enfia o dedo no cu e rasga kkk,1
"retweeet no morumbi , nos brabos da galera ? dani alves pode ser apresentado como luis fabiano eca http",0
em araraquara,0
apaixonada nele porque ele manda áudio cantando .,0
um bom come-o brecht,0
eu adoro ler sobre casos bizarros mas fico com o cu na amor porque sou muito medrosa . pra tudo . apsjslsjdlsjsk,1
quando começar os temporais eu vou viver na tua casa velho,0
não de com a beleza dessa garota,0
o nico motivo para o harry no participar do live action de a pequena sereia que no da para ter duas princesas no filme .,0
saudades da sua amiga sulista,0
retweeet porra saudade está matando,1
"abramos espaciais . pufe ! ! ! sim se foi por mandar a ciência pro espado , no sentido brasileiro .",0
para que te feio kkk,0
ele diferenciado mano,0
"eu e a fazendo caipira não rola , a primeira ficou maravilhosa e agente mal conseguiu tomar e quando agente tentou fazer de novo ficou a coisa mais horrível do mundo",0
"sem olhar pro cafu no vai dar , vou a para sempre morrendo de rir",0
ele nunca mandou convite de evento nenhum desse projeto dele e mandou esse kkk so pode ser piada,0
"claro , a senhora queria o contrario não mesmo ? a coisa no para amador e no de desconstruir a merda em number anos senadora",0
"no precisa engolir nada no , amor . você nem aguenta , ele muito bom pra você beijos",1
nem essa chuva vai conseguir apagar o fogo que existe no cu dos meus amigos klkklkkk,1
perfeita !,0
"malta , mas onde e lo a ver a temporada number de jane ?",0
retweeet algum amigo ou outra pessoa me chamar de feio ok mas agora uma acriana me chamar de feio eu choro,0
"maravilhoso demais , puta que pariu",1
essa semana vai ser louca kkk puta que pariu queria nem ser eu algum por gentileza me sequestra e leva pra bem longe de passos,0
"a porra minha me botou number reais de credito para mim e meus créditos no chegou , chip toxico",0
retweeet garoto desgraçado kkk,1
uma luz,0
"retweeet não liga pra esse pessoal que te falando pra vocês apagarem , eu gosto de ver vocês passando vergonha",1
retweeet o que que tem terá cara de pica ?,1
médium de cura est claro em bom tom fez muitos crimes contra mulheres nesse tempo já estava desativado desacreditado em profundo abandono todos os trabalhos feitos caem o universo espiritual onisciência pura ele já passou infelizmente perdas inteiras de existências no lixo .,0
mulherio da porra,0
queria passa o dia inteiro deitada com meu pretinho,0
respira vaza olha pro lado vaza senta puta que pariu vaza tudo * vai no banheiro pra ver * no aconteceu nada era sim a tua cabeça filho da puta,0
max de number graus hoje e meu deus te number ainda mínima de number cara puta que pariu como que trabalha nesse frio,1
"nunca fiquei to triste na vida , puta que pariu , emocionada demais , tenho que acostumar a esperar tudo ! ! !",0
cara de velório da porra ! !,0
"vocês entenderem como difícil combater criminosos poderosos ? o culpado vai ser quem est investigando , gradas a um hacker .",0
"donald glover , um homo desse",0
number reais por hora vá se foder voltamos a escravidão,1
que lugar da vila olympia ? ?,0
amiga que absurdo puta que pariu,1
virei fá desse cara depois de ver as entrevistas dele,0
"[ ] em apenas number dias , o clipe famous de hashtag já ultrapassou number milhes de visualizas ! continuem dando amor ao clipe !",0
sua cara essa que aparece na foto ? muito feio . clarisse tem cura kkk já seu caso .,1
"eu te bem chocada com esses comentários , o que passa na cabeça desse povo ?",0
imagina que eu ia desperdiçar essa hora sagrada,0
revoluto indígena,0
"já ajudei muita gente , hoje em dia ganhei porra nem uma com isso",1
""" ai mano ele bonito pra caralho vá se foder "" "" bonito bonito . parece um cu "" kskkdkdkskkdndkdkkdkdmdndmdkskkdkdkdkskstomorrend",1
carla esse náilon falsificado e um pilantra . no se deixa enganar como ele enganou os que votaram nele . esse tipo de jumento sim se elege uma vez . kim . frota . e outros do mal,1
"e mano , perturbador como tem manos e manas que se sentem superior por causa disso . enfiam o ubuntu dentro do cu , sim pode !",1
"nem venham tentar colocar o boião gordo na nossa amizade no já estamos nos programando pra ir nos benzer já passamos por muita coisa , num ache que vão abalar no",0
que nojo desse cara kkk todo desnecessário,0
depois que eu quase morri no hospital eu dou muito valor nisso,0
essa porra dessa praia nunca que chega,1
caralho bicho troca de user não esse perfeito,1
"sempre achei importante cuidar de si e tudo mais , mas vejo que em certos casos , preciso de um especialista na reá para que possamos resolver certos problemas que no conseguimos sozinhos",0
o senado passou atuar pelos seus próprios interesses declaradamente . me recuso acreditar que um ex advogado do facção seja membro da mais alta corte desse pás .,0
eu no sei como pode um homem desses se sentir feio algum dia da vida dele serio vai tomar no cu que homem lindo ! ! ! to lindo que eu abri o instagram vi esse booleana e tive que tirar print pois amendoada a beleza,1
eu amo > > todos < < que vou fazer parte desse mas não da para apoiar mesmo,0
retweeet olha o tamanho dessa porra,1
porra amo muito mas foda é o bolo inteiro mesmo,1
""" para de ser boba brenda , porra "" deve ser algum que fala comigo kkk intimidade essa",1
"retweeet fiz um post pro baile , mas to com vergonha porque sou estão feia hashtag hashtag hashtag",0
feio porem simpático eu mesmo,0
comprei plástico bolha pra embalar umas coisas e as bolhas tem formato de corão,0
no sei quem mais burro,1
porra me esculacha não,1
"vai pra casa do caralho bento , ernesto ! vai te catar arrombado de merda",1
"gosto do filme . acho a segmento do macaco um erro , entretanto .",0
"bicha bonita bicha odiada não , fazer o que",0
viciado demais na musica da yasmin com a marilia puta que pariu,1
a guria porque uma tinha quebrado a fiquei agoniada e tirei o resto mas agora me arrependi porque tinha esquecido o quão feio fica,0
"retweeet ainda que eu ande pelo vale dos filha da puta , no me tornarei um deles .",1
cara tu já parou pra pensar que um comentário desse pode acabar ( e acaba ) com a noite de qualquer pessoa ? ? ? ? ? ? tu vai pra um lugar se divertir e quando chega la tu encontra um fiscal de dana que diz como tu deve ou no danar ah viado meu pau vai lavar uma louca na tua casa,1
e nesses dias parece que chove pergunta / comentário idiota e eu fico,0
"rafael luca nasceu ! o filho do denis parabéns , papai",0
do nada assim me bate um tesão,1
pau tora kkk isso que foda das minhas amigas,0
marketing filha da puta,1
kkk virei peixeiro nessa porra,1
justiça quer manter sob protejo mais number obras de mação que no lo no acordo comentado : via,0
quero ver o filme dela depois da leitura também . a melancolia de o tom desse livro mesmo hashtag,0
"cada caneta tem tinta suficiente para escrever por entre number e number quilômetros ( de para fazer um trado do come-o ao fim da avenida paulista , em so paulo )",0
eu no sabia mais o que fazer mandei corintiano ir pra casa de lascar ah doutor eu no me engano filho da puta corintiano,1
tu uma corna que eu amo pra caralho,1
está virado num puto,1
retweeet se eu conseguir cortar bem a cara do moo eu uso sozinha sem de,0
"amor otário em bater na mina aba , chamar ela de vagabunda .",1
"enorme vitela , já so alguns anos a puto , tudo de bom qualquer cena fala",0
"tem que ser muito burro pra no me entender , porque minha cara expressa tudo o que eu sinto hahahaah",1
sacana kkk,1
retweeet vou ganhar essa porra sozinha foda-se,1
retweeet palpites de uma possível final ? ?,0
puto e bolado com essa chuva,0
cole aqui tomar um vinho e ouvir uns sertanejo,0
vai ser como a do adligo ?,0
o que fizeram com a flamengo televisão ? que coisa ruim !,0
"retweeet poxa , e sex tape no de pra gravar todo dia .",1
pousou bem pra cacete,0
retweeet espero que minha vida de estudante me recompense muita bem porque puta que pariu,0
tenha um amigo que :,0
manha chuvosa paulista e the cure closedown me despego em sucesso atualizar nada mais a declarar,0
chupa,1
vai te de cai o cu da bunda,1
minha me te colocando umas musicas que puta que pariu,0
obrigado pelo apoio enorme,0
"retweeet de de você ? no , no ! de eu tenho de quem olha pra jung tachou e chama ele de feio .",0
retweeet sabe mentir cara a cara kkk se precisar at chora,1
number 7h chega logo,0
"juro que no compreendo as pessoas que lo no delével e no respondem . tipo , eu respondo a toda a gente igual , no vou responder mais rápido a uns e mais rápido a outros . eu desde que esteja com o delével sou rápido a responder e no porque quero tentar algo com essa pessoa",0
"ela falando baixinho , vai no para no",0
"muito bom minha me puta comigo falando que eu sim uso meu casaco da ufo pra ir nos lugares uso mesmo , que eu tenho que bater no peito orgulhoso do sacrifício que foi entrar naquela faculdade e permanecer nela um desafio maior ainda .",0
retweeet kkk filho da puta desgraçado,1
cara esse bradesco é o banco mais lixo do pás,1
porra que dor de cabeça,0
deve ser broxante pra cacete .,1
feia demais,1
retweeet retweeet pra procurar depois,0
retweeet frio gostoso pra esquentar meu pau na sua boceta . _ pitágoras,1
"se você quer que eu entre na sua loja , no coloque um achegou de bunda de balo e microfone na amor . porque eu passo o mais longe que eu conseguir passar .",0
"pessoal nada est perdido ! esse produto no algo barato , bento vocês no precisam jogar ele fora , podem usar para os postscript e cotovelos que so áreas que no so to sensíveis quanto o rosto e mós . prontinho no precisam jogar a parafina fora ajajajaj .",0
"number , number de miopia no direito e number no esquerdo + number de astigmatismo nos dois",0
agora na irídio eixo : o cheiro e a flor by sândalo !,0
nem sol tem nessa porra,1
que deus abençoe essa nova caminhada meu amigo .,0
retweeet meu corão doeu caralho como algum faz isso,0
te feio mesmo viu,1
o auge meus primos de brasília querendo dicas de boate boa em goiânia pra ir hoje . se tivesse alguma cervejada eu ia chamar porque com certeza muito melhor,0
retweeet no fica com a cara fechada no baile,0
retweeet lindo demais perfeito nossa anjo sem asas obra de arte fora do museu flor mais linda do jardim,0
"de sócios no setor leste superior , gradas a deus a procura está grande , agora sim falta fazer o meu pai se associar , puta que pariu o homem casquinha kkk",1
retweeet raquel dodge no ser reconduzida . est contra o governo bolsonaro . estamos de olho em suas atitudes,0
"era aula de ciências , a minha preferida , com meu professor preferido , o nelson e o ricardo , meu coleguinha , na hora que eu tava fazendo a atividade , muito concentrada , começou a fazer uns carinhos na minha amor ( que obviamente eu no curti , já que estava muito concentrada ) +",0
"mineiro passou no quiosque , parou , olhou pra mim , deu um sininho e foi embora . no bebeu o chope . decepcionante .",0
retweeet o grande problema a areia,0
"eu te feliz pra caralho por perceber essas coisas , muito mesmo",1
carioca chato falando merda = number 0k de like,1
kkk puta que pariu que que foi isso,0
adolescente tem que acabar,1
"sendo fodido pelo ! moleque delicioso , quem quiser marcar de me comer junto com ele , sim chama na dm ! ele leita gostoso !",1
socialismo nome bonito do comunismo : de tudo a quem est no poder e migalhas ao povo .,0
gente acabei de crer que meu cabelo não gosta de mim mesmo quando eu finalizo ele e fico em casa ele fica maravilhoso super definido brilhando mas quando eu finalizo pra sair pode ser a finalizado mais mara de todas do universo que ele fica um cu porque faz isso comigo cabelo ?,0
hetero ? claro que no,0
churrasco hoje e o pau pega,1
""" a capa está feia "" disse ela vai toma no cu disse eu",1
"ledo engano em achar que no sou cristo , apenas acho que o cristo que você diz acreditar no o que morreu na cruz . acreditar você pode acreditar at na mula sem cabeça , mas ser cristo vai alam .",0
retweeet empates porra ! ! ! ! cravei number novo ! ! !,0
vá se foder você é perfeita,0
mas que bimba pô com ovo feia du cacete ! hauhauhauhauhau,1
minha me pediu para fazer caipirinha e encher no cu de vocês para ficar ruim irídio,1
to esperando me ver livre daquela porra faz tempo,1
"puta que pariu , vai empinar moto na casa do caralho , eu quero dormir porra",1
"lixo esgoto , fossa a cu aberto tenho nojo de chamar um ser como você de humano",1
"somos um pás tropical , mas a nr15 define , em determinados casos , que no ambiente externo so number minutos de trabalho e number de descanso . e hoje sentenças judiciais que lo no sentido de retroagir o tempo e cobrar hora extraordinária . hashtag",0
"eu escuto taylor number 4hrs por dia , eu preciso ver esse homem",0
"puta que pariu eu te to cansada , quando eu tava no melhor do sono mãe me acordou porque o caminho tinha chego",1
tomar no meio do cu caralho,1
"mandei uma figurinha de rola pra helo , a ela : "" uma rola ? eu te cansada de rola , no gosto mais . te , de vez em quando eu gosto , mas agora no "" o tanto que essa menina me representa",1
ah vamos brasil caralho,1
"meu deus , vá se foder cara",1
czar burro de nisso ! assisti ao filme de elizabeth ai e ali sabe reinar um pás,1
"preciso de uma equipa para ir assaltar o banco da sucia e negociarmos o rocky , tal como em la casa de papel . no estou a aceitar isto",0
william e sana | sherlock fog demorou mas rolou todas as cenas foram de tirar o folego puta evoluo de ambos escondido melhor obrigado pelo email clássico nei,0
retweeet homem de brinco na orelha a coisa mais linda vocês to loucos,0
"coisa feia , aram vou reportar",0
que enjoo puta merda,1
"caralho as pessoas fazem-me sentir a pessoa mais bosta e odiada possível , eu te bem",0
"retweeet ai deve ser muito bom ser minha inimiga e poder me chamar de feia , burra , pobre e chata",0
igual o favorito nem tinha visto que ela tinha mandado o cc o auge do fracasso,0
"whindersson merece se foder mesmo . moleque deixa a mulher sair por ai se esfregando em outros caras e depois fica chateado por ser chamado de corno . namorar feminista não de bom fica a dica , já cometi esse erro number vezes e sempre deu merda .",1
"retweeet se algum professor drogado chegar e falar "" bento gente eu quero um trabalho - "" eu no respondo por mim",0
nem tem sol viado,0
retweeet nada vai da errado pois dia de sexta nada da errado sim da certo,0
eu quero perguntar para minha mãe quanto tempo falta para gente ir embora mas ninguém quero que ela brigue comigo kkk puta que pariu,0
pergunta enquanto beija ela,0
"esse final de semana no quero sair pra lugar nenhum , vou ficar em casa",0
"falecimento da senhora de isaltina marques pinto de almeida - ( number anos ) vir amanha domingo para a igreja de ester onde ficar em camara ardente , funeral realiza-se amanha domingo sim number 6h number 0m na igreja de ester , ficar sepultada no cemitério de ester .",0
to apaixonada nesse menino puta que pariu,0
parece comigo bento .,0
"ajude pelo menos com retweeet a luna tem microcefalia e paralisia cerebral , precisa de remédios , sua família passa muita dificuldade o pai veio me pedir ajuda , eu verifiquei que real , quem puder ajude vaquinha mais informação",0
"muito cara de pau mesmo heim , puta que pariu",1
queria mas to sem grana para comprar manto e pagar matricula,0
to no episódio number de fullmetal e já to moto indignada caralho vai se foder nossa dio,0
todo domingo rola normalmente rs,0
"mano , bisavó porra , vou dizer o que ? que ela provocou ? que estava vestida inadequadamente ? que fez para que isso acontecesse , ah puta que pariu esse mundo no devia existir",1
"eu vou ficar mais maluca do que eu já sou aqui na minha ver , misericórdia denise tem hora que enche o saco puta merda",1
retweeet vamos aproveitar e enaltecer de novo esse vídeo perfeito enquanto a gente vota hashtag hashtag hashtag,0
bonito sim pra vender,0
mano o diretor do meteorológico foi simplesmente destituído por falar a real caralho isso muito grave,0
"kkk o melhor era eu puta da vida "" ih perdeu a coberta "" e o nickname mordendo meu para",0
tantas novelas de qualidade que já fez . nessa você est errando feio . no atoa que a audiência est patinando,0
obrigado rubra pelos meus amiguinhos,0
narcisista do caralho,1
"so estas relates que eu gostava mesmo que dessem certo , mais do que merecido serem felizes e um dia conseguirem terem uma vida juntos",0
desenhar amor nunca fica bom de primeira,0
ai gattai pega essas estrias pagas e enfia no cu,1
quando você ver uma enquete no twitter,0
mas preciso hahahaha enchi tanto o cu de cachara ontem que acordei bêbada ainda hoje a que ponto chegamos,1
"retweeet rap no whatsapp muita doideira , mas era bom demais , geral se pegava , geral fazia vários personagens",1
ninguém acerta recepto . puta que pariu,0
"baixei free fire de novo , mano voltei a estaca number kkk",0
retweeet you are dick você pica ! !,1
"eu apoio a porra toda , mas ninguém curto ficar falando sim de casal , eles so um grupo cacete",1
retweeet lembre-se : você pode conquistar o mundo !,0
amigo te planejando aderir a anorexia ?,1
vontade de foder mas no de porque estamos na casa da minha sogra e dormindo no mesmo quarto que minha cunhada,1
"retweeet deixa la que deixou com uns belos "" gaiatos "" ! meu lindo",0
pior que verdade kkk,0
", "" eu demonismo filho da puta "" to rindo num pouco não",1
cara vai se foder procura um defeito nessa porra porque eu to ha number horas procurando,1
"ai mano essa cena acaba comigo puta que pariu cisne mountain você acaba comigo . o mundo deveria ver esse filme , a atua-o do heath inglórios e do jake miller so impecáveis",0
"retweeet porra , me rasga",1
retweeet ah porra hashtag hashtag,0
"nossa que sonho de poio , sentado bem de frente da sua mulher pulando na pica de outro",1
"fica d4 , fica d4 e toma",1
no te babuja no,0
procrastinando antes de começar a trabalhar .,0
o baixio querendo vingança por ser deixado de lado,0
"as pessoas se acham no direito de me obrigar a explicar toda histeria , caralho machuca demais loco",0
"vocês pediram tanto maracanã e rock in rio que so grandes marcos na carreira da dupla , que eles escolheram juntar dois marcos num sim lugar . o parque olímpico que onde rola o o lugar sim tem capacidade para mais de number mil pessoas . hashtag",0
o sua mônica do caralho kkk,1
"e você querendo dar aulas de direito para os ministros do senado a piada do dia . a propósito , cada o queiroz ?",0
anta gorda,1
sucesso que fala ? sandy e junior anunciam show extra no rio e apresentares nos eua e portugal ! veja - >,0
retweeet foto feia também se posta,0
"retweeet tenho muitas metas a serem realizadas , jamais perderia meu precioso tempo com gentinha sem contendo , bento me poupe dês",1
o dia te feio mas o lugar lindo,0
enfia esse cal pra tu no cu,1
no se faca de forte,0
"amigo , so paulo trouxe pato , pablo , hernanes e daniel ( . ) e todos foram questionados , todos os jogadores com altos valores so questionados , isso no exclusividade do flamengo",0
vence acabei de acordar e te passando a fome,1
retweeet cara eu no sei por que eu estudo tanto todo mundo nesse pás burro vai tomar no cu,1
"minha mente fodida leu esse tweet e pensou "" melhor morrer com a ultima refeito sendo um ovo do que morrer gorda """,1
retweeet [ number number ] bruxinha : viro pau mandado [ number number ] bruxinha : escravocrata kkk,1
"juliano perguntando que dia a prova do estágio : [ number , number ] juliano : bento caralho que dia que e a prova [ number , number ] juliano : ? [ number , number ] thais : amanha meia hora depois : [ number , number ] juliano : que dia e a prova ? [ number , number ] thais : amanha eu não tenho paciência para isso !",0
nossa senhora que mulher que mulher meus amigos puta que pariu,1
retweeet isso sim passa na minha tela quando eu estou com fome puta que pariu kkk,0
amuos do caralho desliguem a puta da musica,1
vai tomar no cu vocês tem merda na cabeça de colocar a porra de um robô no jogo seu dente,1
vai aproveitando que eu não estou a filho da puta viciado em lol,1
retweeet quem sente tua falta te procura,0
o nome dele o cachorrinho filho da puta,1
mais um exonerado por discordar do presidente,0
por isso no gosto de beber álcool vai tomar no cu,1
corre que a federal te chegando,0
puta que pariu que coisa feia eu hein .,1
o que o senhor tem contra esse magrelo que vos fala ? ! kkk,1
fala caralho,1
"encontrei um insta esquerdista que faz apologia ao dio , fotos horríveis do premi , e o pior de tudo imagens horríveis de jesus , eu como crist , evangélica , pentecostal fiquei indignada , fui e denunciei , + o insta disse que tem nada de + . vou me candidatar pra lutar a favor dos cristo",0
"devo fazer essa semana , a você passa aqui em casa",0
retweeet frio maldito,0
retweeet tíbio tentando se enturmar com a galera . que vergonha meu deus . que vergonha,1
"queria tirar frias de mim mesma , passar um tempo no campo de alfazemas , colher umas uva no pomar pra fazer vinho com os postscript , cavar uns buraco na terra com as mós , e a quem sabe voltar pra me mandar tomar no cu .",1
vou com uma dessa no primeiro dia de aula,0
clube das pessoas que saem pra comprar number coisa e voltam com monte de treco menos a coisa,0
""" putinha da piroca de mel """,1
"retweeet vai tomar no cu , eu to cansada",1
[ number / number number ] bia almeida : bento você no virgem [ number / number number ] mcdonald's lomba : vou me abrir de outra forma rs [ number / number number ] mcdonald's lomba : brinca muito [ number / number number ] bia almeida : vai se abre igual puta uma conversa super normal,1
"caralho quem consegue escutar atitude number ? ? que bosta puta que pariu , ainda se dizem tocar pagode",1
retweeet filho da puta gostosa do caralho puta que pariu,1
se a rola mole está assim querido . salivei,1
retweeet como prometido está ai a continua-o do vídeo postado a tarde comenta e posto um video o boy botando a porra pra fora tops :,1
e está errado ? serpeia feio mas tem homens lindos,1
"puta que pariu sim , meu pai do cu eu não presto para passar por esse tipo de coisa não na moral",0
retweeet amor todo mundo sabe que você falsa pra caralho poupa a gente da sua fora-o de amizade ok beijos,1
"deve ser privatizado . bancos , rede de agua , luz , faculdades . sim deixa sade , correição e educa-o básica . o resto cru mesmo . concordo com o bolsonaro",1
pleno number vagabundo acha maneiro corrigir português na internet,1
"aqui mostra a reajo do kim quando o jungkook la o biscoitinho do "" tudo bem se você no for o n1 , você sempre ser o melhor "" muito fofo ! ! ! a a a suto com esse casal ! ~ bach hashtag hashtag hashtag",0
"nego se incomoda com tudo , no fode porra",1
seja sincero number - quase nada number - já huahua passou number - ontem number - nenhum dos dois number - personalidadjen number - perco number - bom number - bar number - sim number - não nenhum number - faz tempo para cacete curte que mando na dm,1
que no de ano number sacudindo unicórnio gui john o so par de mim quinta e hum john john cu bts,0
eu to muito puta da vida,1
obrigado você por existir caralho,1
chocada estou com a cara de pau,1
precisam de tratamento puta que pariu que sem nodo,1
"a eterna saga do másculo contraindo durante a tattoo , a dor te sempre de boa , mas a perna insiste no maldito espasmo involuntário .",0
"brasileiro mobilidade , vai tomar no seu cu",1
uma dica droga : não se entupa de serie .,0
"number anos pouco para esquecer ' , diz mulher que foi torturada quando era acriana pela ditadura militar",0
"porque o corpo muito constantseumongoloide quer usar sistema de neandertal caralho porra inconsistente do cacete vence se o mundo todo usa tem motino porra nossa eu fiquei muito puto agora , quem contra o sistema métrico tinha que ser cortado por seleto natural",1
"tony tem se sacrificado desde o primeiro iron man , ele entra em um buraco de minhoca pra salvar york , uma cena postada de im3 ele tira o reator pra salvar um garoto . o mito do tony parar de ser egoísta em endógama já horrível , agora , que gradas ao pai abusivo dele já fora",0
"vai la no seu traficante . pede dose . dupla pra "" esquecer """,0
"diria , barbie ! a gente sabe que o barroso no flor que se cheire . provavelmente ele est agindo assim por que desafetos dele no senado bento com rabo preso ou tem inveja do moro . de qualquer forma , esta manifesta-o dele traz certo alivio . tenha um timo fim de semana !",0
to vendo um pinto . motivos : ele no para de piar number minuto e eu no tenho saco,0
como paulista vi essa vergonha e fiquei chocada,0
puta que pariu puta que pariu puta que pariu puta que pariu puta que pariu,0
onde você está ?,0
esse o burro do shrek ?,0
"[ number / number number ] gabi ( eletrônica ): já comecei o dia com a minha me falando "" vai dar meia hora de cu com o relógio parado "" [ number / number number ] gabi ( eletrônica ): porque ela assim ?",1
"nodo mano kkk eu sou muito burro , to bolado",0
"retweeet bozó pensa que deus , fecha transposto e corta agua em number cidades do nordeste . filho da puta",1
vem novidades a ! está ficando lindo demais . . . . . . . hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag,0
o que essa direto do bahia est fazendo o meu sonho pro santos : um clube de futebol que se preocupa com a sociedade . que gesto do caralho,1
to na paulista now . quem quiser almoçar embora .,0
te muito gorda rs a sua também te muito linda,0
retweeet mana rivalidade por causa de homem to feio cancela,0
poderia abrir um sol te queimar o cu,1
"retweeet família quem fecha , meu sangue at mosquito tem",1
enfiou a educa-o no com não o arrombado,1
retweeet necessito urgentemente voltar a esse lugar,1
queria eu flanar um desses e ficar essa beldade puta que pariu,1
retweeet caralho cria sua liberdade vai chegar fel canta liberdade,1
mas eu tenho de pensar da mesma forma que tu ou,0
"gustavo culpar no viaja a salvador para enfrentar o bahia . pelo treino de sexta-feira , o que indica que o substituto ser pirais da motta . hashtag",0
"te lembrando aqui quando meu pai ficou chateado que a mary no colocou o sobrenome dele nas crianças , ele no tem porra nenhuma para dar pro number filhos imagina pra netos kkk pelo menos minha me tem um terror e apartamento",1
"mas assim hoje o já resolveu entrar nos sonhos das army foi ? ? porque pelo visto não foi sim você , isso por ser ele a gente at sonha com esse homem puta que pariu te difícil",0
"acho que já vou adiantar minha volta pra amanha ao invés de segunda , vai tomar no cu , vou ficar sofrendo de frio o caralho",1
"at parece né , você linda sempre",0
"oi number ela fuma maconha , number ela senta no pau",1
as pessoas sabem que você morre de dor de cabeça quando se estressa e no te poupam number puta que pariu,0
consegui um fixado bonito porra dani eu te amo,0
retweeet que cu gostoso,1
putinha das pirocas kkk,1
deixa tu chegar nos episódios mais recentes pra ver eles tentando fora um casal que nunca deve ser um casal nessa porra,1
retweeet saudades da minha melhor amiga puta que pariu,0
"acho engradado que ninguém fez nada na hora que o cara cuspiu no outro , puta merda viu .",1
retweeet saudades disso,0
retweeet neguinho da beija-flor explica fim da amizade com ex-presidente lula : ' nunca mais ',0
nós caralho kkk,0
te amo sua filho da puta,0
pimenta no cu dos outros refresco,1
"não duvide , fofa ! vai ficar vermelha !",0
faz-te um homem porco do caralho,1
hum ok ninguém consegue ficar sem falar comigo eu entendo,0
e feia de doer a peste . credo,1
mulher e foda diz ninguém mim quer number mensagem no whatsappp face instagram snap twittter vai entender ! !,1
queria degustando uma flor com outra flor,0
"amaste , porra",1
vai chupar um canavial de rolas !,1
puta que pariu que menina irritante aza,1
"retweeet trabalhar sim bom no dia do pagamento viu , de resto parece que suga suas energias",0
"meia bamba e bem embusteira , algum puto pela boa vista pra deixar ela em ponto de bala ?",1
"tem dois tipos de pessoas do mundo as pessoas ricas , e as que tiram carteira e não tem carro pra dirigir",0
puta que pariu essa mina capa de revista,1
